Date;Time;Name;Value;Machine;Shift
01.02.2025;00:43;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;00:44;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;00:44;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;00:45;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;00:45;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;00:46;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;00:46;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;00:47;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;00:47;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;00:48;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;00:48;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;00:49;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;00:49;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;00:50;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;00:50;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;00:51;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;00:51;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;00:52;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;00:52;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;00:53;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;00:53;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;00:54;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;00:54;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;00:55;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;00:55;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;00:56;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;00:57;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;00:58;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;00:59;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;01:00;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;01:01;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;01:02;Pressure_Drop_in_Hydraulics;1.0;Machine 2;Night Shift
01.02.2025;01:05;Overload_in_Motor;1.0;Machine 3;Night Shift
01.02.2025;01:06;Overload_in_Motor;1.0;Machine 3;Night Shift
01.02.2025;01:07;Overload_in_Motor;1.0;Machine 3;Night Shift
01.02.2025;01:08;Overload_in_Motor;1.0;Machine 3;Night Shift
01.02.2025;01:09;Overload_in_Motor;1.0;Machine 3;Night Shift
01.02.2025;01:09;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:10;Overload_in_Motor;1.0;Machine 3;Night Shift
01.02.2025;01:10;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:11;Overload_in_Motor;1.0;Machine 3;Night Shift
01.02.2025;01:11;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:12;Overload_in_Motor;1.0;Machine 3;Night Shift
01.02.2025;01:12;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:13;Overload_in_Motor;1.0;Machine 3;Night Shift
01.02.2025;01:13;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:14;Overload_in_Motor;1.0;Machine 3;Night Shift
01.02.2025;01:14;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:15;Overload_in_Motor;1.0;Machine 3;Night Shift
01.02.2025;01:15;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:16;Overload_in_Motor;1.0;Machine 3;Night Shift
01.02.2025;01:16;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:17;Overload_in_Motor;1.0;Machine 3;Night Shift
01.02.2025;01:17;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:18;Overload_in_Motor;1.0;Machine 3;Night Shift
01.02.2025;01:18;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:19;Overload_in_Motor;1.0;Machine 3;Night Shift
01.02.2025;01:19;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:20;Overload_in_Motor;1.0;Machine 3;Night Shift
01.02.2025;01:20;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:21;Overload_in_Motor;1.0;Machine 3;Night Shift
01.02.2025;01:21;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:22;Overload_in_Motor;1.0;Machine 3;Night Shift
01.02.2025;01:22;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:23;Overload_in_Motor;1.0;Machine 3;Night Shift
01.02.2025;01:23;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:24;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:25;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:26;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:27;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:28;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:29;Pressure_Drop_in_Hydraulics;1.0;Machine 1;Night Shift
01.02.2025;01:30;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:31;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:32;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:33;Overheating_of_Rolls;1.0;Machine 1;Night Shift
01.02.2025;01:33;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:34;Overheating_of_Rolls;1.0;Machine 1;Night Shift
01.02.2025;01:34;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:35;Overheating_of_Rolls;1.0;Machine 1;Night Shift
01.02.2025;01:35;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:36;Overheating_of_Rolls;1.0;Machine 1;Night Shift
01.02.2025;01:36;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:37;Overheating_of_Rolls;1.0;Machine 1;Night Shift
01.02.2025;01:37;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:38;Overheating_of_Rolls;1.0;Machine 1;Night Shift
01.02.2025;01:38;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:39;Overheating_of_Rolls;1.0;Machine 1;Night Shift
01.02.2025;01:39;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:40;Overheating_of_Rolls;1.0;Machine 1;Night Shift
01.02.2025;01:40;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:41;Overheating_of_Rolls;1.0;Machine 1;Night Shift
01.02.2025;01:41;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:42;Overheating_of_Rolls;1.0;Machine 1;Night Shift
01.02.2025;01:42;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:43;Overheating_of_Rolls;1.0;Machine 1;Night Shift
01.02.2025;01:43;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:44;Overheating_of_Rolls;1.0;Machine 1;Night Shift
01.02.2025;01:44;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:45;Overheating_of_Rolls;1.0;Machine 1;Night Shift
01.02.2025;01:45;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:46;Overheating_of_Rolls;1.0;Machine 1;Night Shift
01.02.2025;01:46;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:47;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:48;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:49;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:49;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;01:50;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:50;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;01:51;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:51;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;01:52;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:52;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;01:53;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:53;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;01:54;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;01:54;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;01:55;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;01:56;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;01:57;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;01:58;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;01:59;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;02:00;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;02:01;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:01;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;02:02;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:02;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;02:03;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:03;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;02:04;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:04;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;02:05;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:05;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;02:06;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:06;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;02:07;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:07;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;02:08;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:08;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;02:09;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:09;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;02:10;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:10;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;02:11;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:11;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;02:12;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:12;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;02:13;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:13;Sensor_Error;1.0;Machine 3;Night Shift
01.02.2025;02:14;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:15;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:16;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:17;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:18;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:19;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:20;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:20;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:21;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:21;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:22;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:22;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:23;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:23;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:24;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:24;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:25;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:25;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:26;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:26;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:27;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:27;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:28;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:28;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:29;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:29;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:30;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:30;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:31;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;02:31;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:32;Emergency_Stop_Triggered;1.0;Machine 2;Night Shift
01.02.2025;02:32;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:33;Emergency_Stop_Triggered;1.0;Machine 2;Night Shift
01.02.2025;02:33;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:34;Emergency_Stop_Triggered;1.0;Machine 2;Night Shift
01.02.2025;02:34;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:35;Emergency_Stop_Triggered;1.0;Machine 2;Night Shift
01.02.2025;02:35;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:36;Emergency_Stop_Triggered;1.0;Machine 2;Night Shift
01.02.2025;02:36;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:37;Emergency_Stop_Triggered;1.0;Machine 2;Night Shift
01.02.2025;02:37;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:38;Emergency_Stop_Triggered;1.0;Machine 2;Night Shift
01.02.2025;02:38;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:39;Emergency_Stop_Triggered;1.0;Machine 2;Night Shift
01.02.2025;02:39;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:40;Emergency_Stop_Triggered;1.0;Machine 2;Night Shift
01.02.2025;02:40;Emergency_Stop_Triggered;1.0;Machine 3;Night Shift
01.02.2025;02:41;Emergency_Stop_Triggered;1.0;Machine 2;Night Shift
01.02.2025;02:42;Emergency_Stop_Triggered;1.0;Machine 2;Night Shift
01.02.2025;02:43;Emergency_Stop_Triggered;1.0;Machine 2;Night Shift
01.02.2025;02:44;Emergency_Stop_Triggered;1.0;Machine 2;Night Shift
01.02.2025;02:45;Emergency_Stop_Triggered;1.0;Machine 2;Night Shift
01.02.2025;02:45;Low_Oil_Level;1.0;Machine 1;Night Shift
01.02.2025;02:46;Emergency_Stop_Triggered;1.0;Machine 2;Night Shift
01.02.2025;02:46;Low_Oil_Level;1.0;Machine 1;Night Shift
01.02.2025;02:47;Emergency_Stop_Triggered;1.0;Machine 2;Night Shift
01.02.2025;02:47;Low_Oil_Level;1.0;Machine 1;Night Shift
01.02.2025;02:48;Emergency_Stop_Triggered;1.0;Machine 2;Night Shift
01.02.2025;02:48;Low_Oil_Level;1.0;Machine 1;Night Shift
01.02.2025;02:49;Low_Oil_Level;1.0;Machine 1;Night Shift
01.02.2025;02:50;Low_Oil_Level;1.0;Machine 1;Night Shift
01.02.2025;02:51;Low_Oil_Level;1.0;Machine 1;Night Shift
01.02.2025;02:52;Low_Oil_Level;1.0;Machine 1;Night Shift
01.02.2025;02:53;Low_Oil_Level;1.0;Machine 1;Night Shift
01.02.2025;02:54;Low_Oil_Level;1.0;Machine 1;Night Shift
01.02.2025;02:55;Low_Oil_Level;1.0;Machine 1;Night Shift
01.02.2025;02:55;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;02:56;Low_Oil_Level;1.0;Machine 1;Night Shift
01.02.2025;02:56;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;02:56;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;02:57;Low_Oil_Level;1.0;Machine 1;Night Shift
01.02.2025;02:57;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;02:57;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;02:58;Low_Oil_Level;1.0;Machine 1;Night Shift
01.02.2025;02:58;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;02:58;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;02:59;Low_Oil_Level;1.0;Machine 1;Night Shift
01.02.2025;02:59;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;02:59;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;03:00;Low_Oil_Level;1.0;Machine 1;Night Shift
01.02.2025;03:00;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:00;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;03:01;Low_Oil_Level;1.0;Machine 1;Night Shift
01.02.2025;03:01;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:01;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;03:02;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:02;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;03:03;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:03;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;03:04;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:04;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;03:05;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:05;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;03:06;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:06;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;03:07;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:07;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;03:08;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:08;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;03:09;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:09;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;03:10;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:10;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;03:11;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;03:11;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:11;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;03:12;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;03:12;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:12;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;03:13;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;03:13;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:13;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;03:14;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;03:14;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:14;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;03:15;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;03:15;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:15;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;03:16;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;03:16;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:16;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;03:17;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;03:17;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:17;Overheating_of_Rolls;1.0;Machine 2;Night Shift
01.02.2025;03:18;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;03:18;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:19;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;03:19;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:20;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;03:20;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:21;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;03:21;Material_Jam;1.0;Machine 3;Night Shift
01.02.2025;03:22;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;03:23;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;03:24;Emergency_Stop_Triggered;1.0;Machine 1;Night Shift
01.02.2025;03:43;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;03:44;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;03:45;Material_Jam;1.0;Machine 1;Night Shift
01.02.2025;03:45;Overload_in_Motor;1.0;Machine 2;Night Shift
01.02.2025;03:46;Material_Jam;1.0;Machine 1;Night Shift
01.02.2025;03:46;Overload_in_Motor;1.0;Machine 2;Night Shift
